step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
2,CASH_IN,379.69,C468965893,26509.84,26889.53,C166746580,22706.86,22327.17,0,0
2,CASH_IN,28.97,C315914559,15387.46,15416.43,C566916792,48383.16,48354.19,0,0
2,TRANSFER,773.54,C271091796,12130.48,11356.94,C476448046,47212.07,47985.61,0,0
2,CASH_IN,112.16,C998372121,2724.17,2836.33,C140345989,26878.42,26766.26,0,0
2,TRANSFER,55.18,C843392565,37807.18,37752.0,C267686938,39561.38,39616.56,0,0
2,CASH_OUT,8.87,C484502326,26549.16,26540.29,C150640828,42641.49,42650.36,0,0
2,CASH_IN,23.71,C346438283,14098.52,14122.23,C323643870,37680.28,37656.57,0,0
2,CASH_OUT,118.81,C318473727,27921.47,27802.66,C630174772,16180.5,16299.31,0,0
2,PAYMENT,694.7,C781785614,17003.73,16309.03,M619952588,390975.18,391669.88,0,0
2,PAYMENT,953.81,C875882431,7303.63,6349.82,M464411374,857515.79,858469.6,0,0
2,PAYMENT,33.72,C851835671,8451.77,8418.05,M226345896,831479.66,831513.38,0,0
2,TRANSFER,9.75,C366962190,44830.26,44820.51,C207913436,23120.04,23129.79,0,0
2,CASH_IN,39.61,C335669347,36208.61,36248.22,C577577607,24064.24,24024.63,0,0
2,DEBIT,120.27,C832379871,1810.99,1690.72,C759565276,6524.38,6644.65,0,0
2,PAYMENT,9.17,C788586185,45947.1,45937.93,M986726354,921367.58,921376.75,0,0
2,CASH_IN,285.08,C674290407,42312.21,42597.29,C130636841,22946.72,22661.64,0,0
2,PAYMENT,16.62,C870543523,41335.63,41319.01,M987594627,398967.16,398983.78,0,0
2,CASH_IN,1614.51,C132182501,36077.64,37692.15,C200388554,11917.75,10303.24,0,0
2,TRANSFER,27792.96,C688644807,27792.96,0.0,C668518038,47464.15,75257.11,1,0
2,CASH_OUT,46.88,C829130463,40124.28,40077.4,C506816138,23050.85,23097.73,0,0
2,CASH_IN,148.46,C468183712,37795.62,37944.08,C890984541,41692.36,41543.9,0,0
2,PAYMENT,591.22,C744649169,5267.56,4676.34,M831301438,588023.66,588614.88,0,0
2,CASH_IN,82.48,C269536715,12567.52,12650.0,C478180076,22044.16,21961.68,0,0
3,CASH_OUT,27.08,C442502132,19719.17,19692.09,C331596616,48409.53,48436.61,0,0
3,PAYMENT,470.83,C277917881,23489.47,23018.64,M386522066,262645.89,263116.72,0,0
3,PAYMENT,353.74,C475841224,3878.07,3524.33,M856931746,149275.5,149629.24,0,0
3,CASH_OUT,42.99,C956730020,4726.7,4683.71,C273201467,1010.7,1053.69,0,0
3,DEBIT,537.91,C691230853,34640.87,34102.96,C685235531,3032.06,3569.97,0,0
3,DEBIT,92.29,C126533732,6445.21,6352.92,C541367715,41842.53,41934.82,0,0
3,CASH_OUT,29.29,C282793203,13354.98,13325.69,C179234954,12930.23,12959.52,0,0
3,TRANSFER,253.14,C145126025,19035.34,18782.2,C842944217,38729.07,38982.21,0,0
3,TRANSFER,74.98,C552801131,18481.05,18406.07,C878665650,20604.23,20679.21,0,0
3,TRANSFER,105.6,C504378484,45167.63,45062.03,C203698255,47612.14,47717.74,0,0
3,DEBIT,17.98,C217268111,2881.46,2863.48,C613706317,43049.96,43067.94,0,0
3,TRANSFER,43.14,C518653714,49420.59,49377.45,C824855807,35367.34,35410.48,0,0
3,CASH_IN,212.17,C104288423,45149.37,45361.54,C780754262,3870.01,3657.84,0,0
3,CASH_OUT,42.13,C184624831,35708.12,35665.99,C455314316,11285.95,11328.08,0,0
3,CASH_OUT,90.19,C356997265,9372.34,9282.15,C924921395,31741.59,31831.78,0,0
3,CASH_IN,105.21,C147438647,45169.69,45274.9,C414400730,46072.38,45967.17,0,0
3,CASH_OUT,642.75,C272378175,5123.72,4480.97,C490540979,37002.65,37645.4,0,0
3,TRANSFER,54.91,C374022733,3260.85,3205.94,C214164027,8080.06,8134.97,0,0
3,PAYMENT,38.54,C883730318,1699.69,1661.15,M892590354,855831.75,855870.29,0,0
3,CASH_OUT,246.8,C681127258,49807.91,49561.11,C604388407,37716.3,37963.1,0,0
3,TRANSFER,16.29,C539538409,42642.4,42626.11,C877833379,34480.42,34496.71,0,0
3,CASH_IN,188.49,C876137615,19469.29,19657.78,C415114552,29548.67,29360.18,0,0
3,PAYMENT,102.68,C341167373,31016.75,30914.07,M803743047,670623.85,670726.53,0,0
3,CASH_IN,135.7,C330445440,46456.4,46592.1,C831173328,32074.85,31939.15,0,0
3,CASH_OUT,1217.19,C431827897,43762.5,42545.31,C791883552,9152.45,10369.64,0,0
3,TRANSFER,33.29,C603080926,36334.51,36301.22,C210791883,8419.02,8452.31,0,0
3,CASH_IN,151.22,C718012799,30602.0,30753.22,C237763377,2997.51,2846.29,0,0
3,CASH_OUT,43.52,C293259133,7780.98,7737.46,C961760023,42228.54,42272.06,0,0
3,CASH_OUT,139.77,C592764727,46187.19,46047.42,C301131583,5155.1,5294.87,0,0
3,PAYMENT,120.14,C782830923,18133.25,18013.11,M353710606,465811.77,465931.91,0,0
3,CASH_IN,137.68,C780447494,39209.42,39347.1,C582127067,41548.97,41411.29,0,0
3,CASH_OUT,307.48,C422089693,33964.01,33656.53,C116701436,12706.93,13014.41,0,0
3,CASH_IN,4.24,C836438204,31999.84,32004.08,C443128960,28848.93,28844.69,0,0
4,DEBIT,99.27,C533010818,35926.77,35827.5,C243029570,12440.46,12539.73,0,0
4,CASH_OUT,226.1,C497735733,23490.89,23264.79,C109463598,14947.82,15173.92,0,0
4,CASH_OUT,93.04,C607501967,6366.99,6273.95,C572036695,3067.29,3160.33,0,0
4,CASH_OUT,677.93,C947176867,25663.51,24985.58,C895008528,4804.57,5482.5,0,0
4,CASH_OUT,16.88,C674785468,18645.56,18628.68,C642891872,42688.52,42705.4,0,0
4,PAYMENT,1574.47,C267206172,16927.93,15353.46,M953376310,819840.26,821414.73,0,0
4,CASH_OUT,161.46,C675104302,42107.3,41945.84,C157590990,9902.34,10063.8,0,0
4,TRANSFER,28.47,C691341480,28421.52,28393.05,C272657531,10170.75,10199.22,0,0
4,CASH_IN,35.51,C657501347,13691.62,13727.13,C110902820,27545.28,27509.77,0,0
4,CASH_IN,227.5,C319914668,35310.56,35538.06,C476185115,11299.1,11071.6,0,0
4,CASH_OUT,51.3,C930378085,32648.53,32597.23,C989046986,9186.11,9237.41,0,0
4,TRANSFER,525.43,C943019659,9143.57,8618.14,C338676980,8951.01,9476.44,0,0
4,TRANSFER,1483.03,C146709618,28688.08,27205.05,C273201467,1053.69,2536.72,0,0
4,PAYMENT,125.98,C253495778,11849.55,11723.57,M520310519,746170.12,746296.1,0,0
4,CASH_OUT,10.38,C806745046,20130.71,20120.33,C475841224,3524.33,3534.71,0,0
4,CASH_OUT,110.53,C764723466,8229.73,8119.2,C703817174,35334.73,35445.26,0,0
4,PAYMENT,228.98,C423383529,16103.02,15874.04,M398185009,401114.06,401343.04,0,0
4,TRANSFER,155.97,C591549303,13532.18,13376.21,C142366684,24364.95,24520.92,0,0
4,CASH_OUT,30.2,C499503815,41719.49,41689.29,C173961203,29812.48,29842.68,0,0
4,DEBIT,254.66,C854474177,31420.26,31165.6,C473217427,9190.45,9445.11,0,0
4,CASH_OUT,11.79,C750671723,23018.76,23006.97,C747360718,5075.32,5087.11,0,0
4,CASH_IN,868.46,C836197607,33762.92,34631.38,C842950299,22467.01,21598.55,0,0
4,TRANSFER,25.05,C436778696,13848.95,13823.9,C921360036,7003.59,7028.64,0,0
4,CASH_OUT,123.35,C499019187,38806.67,38683.32,C241375655,16398.09,16521.44,0,0
5,PAYMENT,67.26,C508429639,43210.99,43143.73,M964978360,199233.84,199301.1,0,0
5,CASH_IN,148.7,C164121923,7901.53,8050.23,C789032664,16699.13,16550.43,0,0
5,PAYMENT,20.9,C958343079,42869.62,42848.72,M416823356,869431.13,869452.03,0,0
5,PAYMENT,70.83,C634244224,9243.13,9172.3,M456010652,29126.42,29197.25,0,0
5,CASH_IN,220.01,C521828477,31363.97,31583.98,C210371526,9168.47,8948.46,0,0
5,CASH_OUT,119.59,C677400503,16472.15,16352.56,C690644956,29970.29,30089.88,0,0
5,CASH_IN,2374.97,C271023309,19230.64,21605.61,C510779994,4812.87,2437.9,0,0
5,CASH_OUT,38.06,C630925451,49416.62,49378.56,C621185197,3193.02,3231.08,0,0
5,CASH_OUT,14.5,C401869150,15037.95,15023.45,C964515375,36796.92,36811.42,0,0
5,PAYMENT,99.31,C122977667,14353.55,14254.24,M616280075,572279.88,572379.19,0,0
5,DEBIT,74.56,C316985100,8153.04,8078.48,C486332745,19170.46,19245.02,0,0
5,DEBIT,42.32,C639390230,4437.84,4395.52,C937274757,34488.31,34530.63,0,0
5,CASH_IN,175.1,C307767430,11628.61,11803.71,C747717965,26806.79,26631.69,0,0
5,CASH_OUT,688.29,C391302263,37090.01,36401.72,C229023344,29335.9,30024.19,0,0
5,CASH_OUT,74.05,C425571808,14759.73,14685.68,C107962220,38102.62,38176.67,0,0
5,CASH_OUT,110.34,C189195793,30247.52,30137.18,C246358877,22407.19,22517.53,0,0
5,PAYMENT,412.05,C874963307,49726.81,49314.76,M613867715,388496.11,388908.16,0,0
5,TRANSFER,145.29,C572178683,19952.46,19807.17,C309662906,46260.4,46405.69,0,0
5,DEBIT,432.58,C265278536,26527.76,26095.18,C977506053,44642.08,45074.66,0,0
5,DEBIT,400.99,C171247220,45372.31,44971.32,C248233147,46022.52,46423.51,0,0
5,PAYMENT,81.78,C528643070,28099.62,28017.84,M987594627,398983.78,399065.56,0,0
5,PAYMENT,39.1,C282686104,6517.7,6478.6,M119923031,140344.49,140383.59,0,0
5,CASH_OUT,189.54,C107986301,9041.91,8852.37,C786534065,19686.85,19876.39,0,0
5,CASH_IN,1033.03,C867685177,15234.03,16267.06,C901902874,48877.03,47844.0,0,0
5,DEBIT,74.67,C140744219,12783.38,12708.71,C258944681,5709.98,5784.65,0,0
5,CASH_OUT,256.99,C383803412,7986.47,7729.48,C711110307,11305.8,11562.79,0,0
5,CASH_OUT,18.13,C614681944,3581.29,3563.16,C198034436,46351.63,46369.76,0,0
5,CASH_OUT,4.52,C153697285,20549.44,20544.92,C360336421,7003.86,7008.38,0,0
5,CASH_OUT,240.27,C415172865,1485.59,1245.32,C588454072,23847.21,24087.48,0,0
5,PAYMENT,383.39,C114139276,43182.0,42798.61,M176929317,654402.85,654786.24,0,0
5,PAYMENT,56.9,C937996549,17587.3,17530.4,M883801352,506181.5,506238.4,0,0
5,DEBIT,21.53,C720877479,6453.02,6431.49,C512909157,36593.53,36615.06,0,0
5,PAYMENT,273.24,C321953669,7394.19,7120.95,M307269006,926067.46,926340.7,0,0
6,CASH_IN,229.31,C766676185,5803.12,6032.43,C415825936,6550.95,6321.64,0,0
6,CASH_OUT,2725.52,C313858402,23254.5,20528.98,C325198424,32959.44,35684.96,0,0
6,TRANSFER,217.6,C409122936,23821.35,23603.75,C168939200,32205.93,32423.53,0,0
6,CASH_OUT,4.97,C287823358,11938.73,11933.76,C211820001,768.46,773.43,0,0
6,CASH_OUT,14.46,C724434598,26079.36,26064.9,C928283712,39169.2,39183.66,0,0
6,CASH_OUT,267.19,C243029570,12539.73,12272.54,C186119380,25297.48,25564.67,0,0
6,CASH_IN,777.14,C865746560,9744.17,10521.31,C180497181,4328.67,3551.53,0,0
6,TRANSFER,880.42,C862570403,15245.38,14364.96,C415713903,590.4,1470.82,0,0
6,DEBIT,97.02,C397819881,26827.53,26730.51,C875594763,31101.51,31198.53,0,0
6,TRANSFER,75.59,C574819887,18737.12,18661.53,C265148871,20986.12,21061.71,0,0
6,CASH_IN,658.97,C387644236,43929.53,44588.5,C582513555,2804.08,2145.11,0,0
6,PAYMENT,135.38,C354598791,37086.05,36950.67,M670604650,561593.97,561729.35,0,0
6,PAYMENT,129.92,C807137709,21506.26,21376.34,M878136948,942523.19,942653.11,0,0
6,TRANSFER,4428.82,C979010765,47494.7,43065.88,C499019187,38683.32,43112.14,0,0
6,PAYMENT,196.93,C686588838,34850.18,34653.25,M832770937,864973.62,865170.55,0,0
6,PAYMENT,42.92,C998905359,29673.7,29630.78,M829296145,662299.23,662342.15,0,0
6,PAYMENT,62.21,C536820879,25981.76,25919.55,M294288469,74413.38,74475.59,0,0
6,PAYMENT,327.89,C595276224,21966.0,21638.11,M586467946,254759.1,255086.99,0,0
6,CASH_OUT,29.14,C780166766,16191.29,16162.15,C480805794,22222.19,22251.33,0,0
6,CASH_OUT,52.4,C481900734,41042.24,40989.84,C748773751,17326.04,17378.44,0,0
6,CASH_IN,236.67,C546668994,26175.66,26412.33,C979161603,47620.78,47384.11,0,0
6,PAYMENT,110.92,C616277170,3952.63,3841.71,M507529638,60947.07,61057.99,0,0
6,CASH_IN,104.19,C295350790,6612.87,6717.06,C187593602,16491.08,16386.89,0,0
6,DEBIT,457.89,C734708645,46472.16,46014.27,C394555060,40426.83,40884.72,0,0
6,CASH_OUT,8.49,C525899727,8303.36,8294.87,C481993270,45900.91,45909.4,0,0
6,PAYMENT,14.07,C831891741,6978.06,6963.99,M987546547,29693.04,29707.11,0,0
6,CASH_OUT,1632.68,C537913119,3996.11,2363.43,C252286156,22164.54,23797.22,0,0
6,PAYMENT,2296.95,C639260178,27097.88,24800.93,M884481026,206209.35,208506.3,0,0
6,PAYMENT,212.57,C607792384,47689.42,47476.85,M985447167,200205.51,200418.08,0,0
6,CASH_IN,33.62,C989817928,13852.11,13885.73,C273052525,40860.26,40826.64,0,0
7,TRANSFER,654.42,C720293404,39760.73,39106.31,C229109087,2957.17,3611.59,0,0
7,CASH_OUT,264.84,C292730613,26139.73,25874.89,C960755383,5312.49,5577.33,0,0
7,TRANSFER,14.41,C776662653,45077.32,45062.91,C806419210,45697.46,45711.87,0,0
7,CASH_IN,521.59,C375496010,34934.33,35455.92,C400431083,14781.4,14259.81,0,0
7,TRANSFER,354159.78,C538416700,39354.37,0.0,C524737955,12756.34,366916.12000000005,1,1
7,CASH_IN,88.53,C352836207,26414.83,26503.36,C598007849,17330.84,17242.31,0,0
7,CASH_OUT,16976.25,C693876158,16976.25,0.0,C188295040,21273.29,38249.54,1,0
7,CASH_OUT,58.94,C596795480,11118.25,11059.31,C362124599,1747.69,1806.63,0,0
7,CASH_OUT,502.85,C681529019,38311.24,37808.39,C584872412,16162.73,16665.58,0,0
7,CASH_IN,300.11,C838049525,5349.45,5649.56,C406676513,22106.5,21806.39,0,0
7,CASH_OUT,13.66,C479328558,8056.92,8043.26,C107986301,8852.37,8866.03,0,0
7,TRANSFER,16.02,C833128514,15265.06,15249.04,C902971627,46343.6,46359.62,0,0
7,PAYMENT,54.01,C198927691,41395.92,41341.91,M702531557,998444.01,998498.02,0,0
7,CASH_OUT,724.12,C965602464,34568.95,33844.83,C749672718,43161.25,43885.37,0,0
7,CASH_OUT,73.97,C754348408,43336.16,43262.19,C447438296,30440.61,30514.58,0,0
7,CASH_OUT,230.85,C998905359,29630.78,29399.93,C473540475,44591.35,44822.2,0,0
7,PAYMENT,21.67,C591549303,13376.21,13354.54,M564205353,91925.82,91947.49,0,0
7,TRANSFER,458.52,C509121581,10650.08,10191.56,C557681615,16701.65,17160.17,0,0
7,TRANSFER,21.15,C389541376,49466.97,49445.82,C636645132,2327.26,2348.41,0,0
7,CASH_OUT,256.75,C679981306,5450.83,5194.08,C893585327,28374.39,28631.14,0,0
7,DEBIT,184.18,C640851083,3519.71,3335.53,C924711551,5952.77,6136.95,0,0
7,CASH_IN,80.34,C208116223,22677.15,22757.49,C187827510,16242.37,16162.03,0,0
7,PAYMENT,957.09,C883964765,18378.19,17421.1,M379702352,781789.41,782746.5,0,0
7,CASH_OUT,11.82,C851925724,2455.42,2443.6,C244394425,14678.9,14690.72,0,0
7,CASH_IN,300.86,C773721191,17719.35,18020.21,C128058428,26464.27,26163.41,0,0
7,PAYMENT,75.92,C888125979,31220.34,31144.42,M578435674,478138.92,478214.84,0,0
7,CASH_OUT,295.64,C980178791,42520.66,42225.02,C997536028,38055.15,38350.79,0,0
7,TRANSFER,152.21,C750474705,40281.88,40129.67,C426008068,37143.4,37295.61,0,0
7,CASH_OUT,67.11,C408244450,44010.08,43942.97,C192058239,44060.19,44127.3,0,0
7,CASH_OUT,371108.93,C276510490,31351.76,0.0,C557681615,17160.17,388269.1,1,0
7,CASH_IN,15.67,C186430901,46883.03,46898.7,C718287572,41329.12,41313.45,0,0
7,CASH_OUT,300.32,C520983692,44537.06,44236.74,C521329034,34884.07,35184.39,0,0
7,PAYMENT,201.13,C366350827,37051.63,36850.5,M592724183,780341.65,780542.78,0,0
8,CASH_OUT,220.06,C909618282,38501.83,38281.77,C799417501,44477.87,44697.93,0,0
8,TRANSFER,12.76,C372965795,29720.75,29707.99,C493483034,8689.87,8702.63,0,0
8,CASH_IN,472.25,C654967535,25859.82,26332.07,C444157570,43512.47,43040.22,0,0
8,CASH_IN,8.97,C426027090,4062.79,4071.76,C121265774,13456.67,13447.7,0,0
8,PAYMENT,115.87,C993042582,4762.83,4646.96,M640616689,890815.24,890931.11,0,0
8,DEBIT,74.94,C342221951,46838.59,46763.65,C355882633,45853.97,45928.91,0,0
8,CASH_OUT,18.09,C823810043,28107.06,28088.97,C383458966,2554.29,2572.38,0,0
8,CASH_OUT,166.44,C827506962,19258.44,19092.0,C438559394,40034.49,40200.93,0,0
8,CASH_OUT,152.57,C594603757,16463.98,16311.41,C406676513,21806.39,21958.96,0,0
8,CASH_OUT,286.01,C837748481,19488.17,19202.16,C987300938,0.0,286.01,0,0
8,CASH_OUT,152.72,C489661243,16721.55,16568.83,C534963712,23269.64,23422.36,0,0
8,PAYMENT,337.77,C339135562,41095.14,40757.37,M154801881,784965.93,785303.7,0,0
8,CASH_OUT,145.77,C453043927,38851.37,38705.6,C989200955,49346.04,49491.81,0,0
8,CASH_OUT,209.01,C380936982,37642.42,37433.41,C187990188,17946.87,18155.88,0,0
8,PAYMENT,28.92,C545040656,1104.85,1075.93,M923015105,841072.73,841101.65,0,0
8,PAYMENT,259.52,C162234778,21162.68,20903.16,M712625458,464563.05,464822.57,0,0
8,CASH_IN,157.76,C178282359,33418.79,33576.55,C979264893,44697.57,44539.81,0,0
8,CASH_OUT,1321.58,C447397141,46083.86,44762.28,C545501145,40511.65,41833.23,0,0
8,TRANSFER,116.59,C305065140,27588.91,27472.32,C462525796,13575.11,13691.7,0,0
8,CASH_IN,196.5,C802464892,15370.8,15567.3,C843392565,37752.0,37555.5,0,0
8,PAYMENT,167.04,C948454088,41556.25,41389.21,M930543957,20969.81,21136.85,0,0
8,CASH_OUT,32.68,C824855807,35410.48,35377.8,C529655176,46133.19,46165.87,0,0
8,CASH_IN,301.46,C735980555,48703.52,49004.98,C953241903,41075.0,40773.54,0,0
8,PAYMENT,89.48,C256630849,47489.92,47400.44,M433780896,576381.53,576471.01,0,0
8,TRANSFER,17.3,C665332060,4306.51,4289.21,C821074736,26781.18,26798.48,0,0
8,TRANSFER,369.98,C710032849,44472.4,44102.42,C232030968,20939.94,21309.92,0,0
8,PAYMENT,45.94,C502119961,35039.35,34993.41,M576537813,174022.64,174068.58,0,0
8,CASH_OUT,100.58,C714909347,25001.59,24901.01,C256511181,45011.71,45112.29,0,0
8,TRANSFER,46.48,C600072249,37072.88,37026.4,C568343001,38563.94,38610.42,0,0
8,CASH_OUT,116.72,C912345610,20990.92,20874.2,C172554101,10124.3,10241.02,0,0
8,TRANSFER,1040.31,C677574317,12013.54,10973.23,C892089651,5545.94,6586.25,0,0
9,DEBIT,183.54,C192850941,28236.13,28052.59,C200762168,43843.12,44026.66,0,0
9,CASH_OUT,230.33,C526426193,37280.1,37049.77,C364682494,44710.87,44941.2,0,0
9,PAYMENT,52.31,C647471072,11283.83,11231.52,M523855563,36466.62,36518.93,0,0
9,CASH_IN,597.87,C414279129,38670.99,39268.86,C558774234,47498.19,46900.32,0,0
9,PAYMENT,208.01,C360664129,22991.73,22783.72,M104443738,333702.4,333910.41,0,0
9,CASH_OUT,3304.0,C354883794,25078.8,21774.8,C723152721,37167.83,40471.83,0,0
9,CASH_IN,24.58,C414400730,45967.17,45991.75,C628030553,10971.13,10946.55,0,0
9,PAYMENT,352.47,C210311274,13622.24,13269.77,M187799215,334918.6,335271.07,0,0
9,TRANSFER,271.75,C939965485,45856.9,45585.15,C334551437,27573.54,27845.29,0,0
9,DEBIT,13.28,C420624692,22564.39,22551.11,C610878288,21687.67,21700.95,0,0
9,CASH_OUT,803.51,C722237165,47884.74,47081.23,C831891741,6963.99,7767.5,0,0
9,PAYMENT,33.75,C994848927,29441.93,29408.18,M902390028,989812.39,989846.14,0,0
9,CASH_IN,4.08,C315914559,15416.43,15420.51,C758521794,28652.53,28648.45,0,0
9,PAYMENT,23.17,C582513555,2145.11,2121.94,M166189100,406036.55,406059.72,0,0
9,PAYMENT,128.32,C523271085,30358.29,30229.97,M534259482,545942.39,546070.71,0,0
9,CASH_OUT,194.6,C231090618,28974.6,28780.0,C484806345,22020.52,22215.12,0,0
9,CASH_IN,195.69,C526308711,36775.26,36970.95,C402211440,31463.81,31268.12,0,0
9,PAYMENT,598.55,C603129971,21882.61,21284.06,M501485132,770955.62,771554.17,0,0
9,CASH_OUT,64.71,C412736435,24525.08,24460.37,C853336607,49376.88,49441.59,0,0
9,CASH_IN,79.44,C892427775,49489.02,49568.46,C705024314,44601.57,44522.13,0,0
9,CASH_IN,188.2,C191500012,47250.02,47438.22,C122385719,31249.41,31061.21,0,0
9,PAYMENT,236.35,C589399300,41235.11,40998.76,M511368421,865820.15,866056.5,0,0
9,DEBIT,231.71,C249036129,28251.66,28019.95,C848536747,15800.39,16032.1,0,0
9,CASH_IN,257.55,C559602118,15884.16,16141.71,C388004828,44373.27,44115.72,0,0
9,CASH_OUT,31.29,C325823283,12357.96,12326.67,C545453000,524.78,556.07,0,0
9,CASH_OUT,38.96,C252286156,23797.22,23758.26,C708577721,12494.24,12533.2,0,0
9,CASH_OUT,99.54,C597013329,26740.82,26641.28,C699724083,39413.06,39512.6,0,0
9,CASH_OUT,182.4,C562163395,4557.81,4375.41,C998248105,6737.82,6920.22,0,0
9,CASH_OUT,136.61,C362124599,1806.63,1670.02,C146809851,30456.57,30593.18,0,0
9,CASH_IN,55.68,C633623850,20705.8,20761.48,C426565206,20738.79,20683.11,0,0
10,CASH_OUT,49012.79,C147057189,49012.79,0.0,C581000556,3171.74,52184.53,1,0
10,CASH_IN,227.76,C140509943,38236.73,38464.49,C665559714,48091.0,47863.24,0,0
10,TRANSFER,2168.8,C321518720,23578.97,21410.17,C514871063,35669.69,37838.49,0,0
10,TRANSFER,704.61,C476185115,11071.6,10366.99,C999802750,17658.07,18362.68,0,0
10,CASH_IN,1271.61,C724106809,10269.56,11541.17,C595144195,7706.1,6434.49,0,0
10,CASH_OUT,1860.13,C867532698,3281.2700000000004,1421.14,C578089321,18171.92,20032.05,0,0
10,PAYMENT,33.33,C779819546,14256.74,14223.41,M770171372,49001.2,49034.53,0,0
10,CASH_IN,43.34,C837718984,37837.04,37880.38,C556651397,13391.16,13347.82,0,0
10,PAYMENT,117.39,C305015565,48871.95,48754.56,M322519222,475375.36,475492.75,0,0
10,TRANSFER,117.56,C590393875,3135.85,3018.29,C567264293,46759.51,46877.07,0,0
10,DEBIT,63.28,C229023344,30024.19,29960.91,C303951894,25786.36,25849.64,0,0
10,CASH_IN,1235.22,C320384842,46278.78,47514.0,C409313870,42032.21,40796.99,0,0
10,CASH_IN,2911.16,C178546667,17988.03,20899.19,C774893848,48564.65,45653.49,0,0
